Azure O O
, O O
Stream O O
Analytics O O
, O O
Event O O
hub O O
, O O
Power O O
BI O O
, O O
Web O O
Job O O
, O O
Web O O
App O O
, O O
Power O O
BI O O
, O O
Azure O O
data O O
lake O O
analytics(U O O
- O O
SQL O O
) O O
"
" O O
• O O
Big O O
Data O O
: O O
Worked O O
Azure O O
data O O
lake O O
store O O
/ O O
analytics O O
for O O
big O O
data O O
processing O O
and O O
Azure O O
data O O
factory O O
to O O
schedule O O
U O O
- O O
SQL O O
jobs O O
"
" O O
Designed O O
and O O
developed O O
end O O
to O O
end O O
big O O
data O O
solution O O
for O O
data O O
insights O O
"
" O O
• O O
BI O O
: O O
o O O
ETL O O
: O O
Designed O O
and O O
developed O O
ETL O O
solution O O
in O O
SSIS O O
"
" O O
Experience O O
in O O
Logging O O
, O O
Error O O
handling O O
, O O
configuration O O
, O O
deployment O O
, O O
troubleshooting O O
and O O
performance O O
tuning O O
of O O
SSIS O O
Packages O O
"
" O O
o O O
Reporting O O
: O O
Experience O O
in O O
all O O
the O O
Latest O O
Reporting O O
Tools O O
like O O
Tableau O O
Data O O
visualization O O
, O O
Power O O
BI O O
and O O
SSRS O O
2012 O O
"
" O O
Act O O
as O O
a O O
Point O O
of O O
Contact O O
in O O
Data O O
Interoperability O O
, O O
Analytics O O
and O O
BI O O
and O O
Production O O
Support O O
issue O O
resolution O O
"
" O O
Experience O O
in O O
Developing O O
Performance O O
Dashboards O O
, O O
Score O O
cards O O
, O O
Metrics O O
, O O
what O O
if O O
analysis O O
, O O
Prompts O O
, O O
Drills O O
"
" O O
Reports O O
/ O O
Dashboards O O
for O O
all O O
the O O
functional O O
areas O O
including O O
Finance O O
, O O
Pricing O O
, O O
Purchasing O O
and O O
Sales O O
/ O O
Marketing O O
"
" O O
Willing O O
to O O
relocate O O
: O O
Anywhere O O
WORK O O
EXPERIENCE O O
Software O O
Engineer O O
Microsoft O O
- O O
hyderbad O O
, O O
Telangana O O
- O O
December O O
2015 O O
to O O
Present O O
1 O O
"
" O O
Microsoft O O
Rewards O O
Live O O
dashboards O O
: O O
Description O O
: O O
- O O
Microsoft O O
rewards O O
is O O
loyalty O O
program O O
that O O
rewards O O
Users O O
for O O
browsing O O
and O O
shopping O O
online O O
"
" O O
Microsoft O O
Rewards O O
members O O
can O O
earn O O
points O O
when O O
searching O O
with O O
Bing O O
, O O
browsing O O
with O O
Microsoft O O
Edge O O
and O O
making O O
purchases O O
at O O
the O O
Xbox O O
Store O O
, O O
the O O
Windows O O
Store O O
and O O
the O O
Microsoft O O
Store O O
"
" O O
Plus O O
, O O
user O O
can O O
pick O O
up O O
bonus O O
points O O
for O O
taking O O
daily O O
quizzes O O
and O O
tours O O
on O O
the O O
Microsoft O O
rewards O O
website O O
"
" O O
Rewards O O
live O O
dashboards O O
gives O O
a O O
live O O
picture O O
of O O
usage O O
world O O
- O O
wide O O
and O O
by O O
markets O O
like O O
US O O
, O O
Canada O O
, O O
Australia O O
, O O
new O O
user O O
registration O O
count O O
, O O
top O O
/ O O
bottom O O
performing O O
rewards O O
offers O O
, O O
orders O O
stats O O
and O O
weekly O O
trends O O
of O O
user O O
activities O O
, O O
orders O O
and O O
new O O
user O O
registrations O O
"
" O O
the O O
PBI O O
tiles O O
gets O O
refreshed O O
in O O
different O O
frequencies O O
starting O O
from O O
5 O O
seconds O O
to O O
30 O O
minutes O O
"
" O O
Technology O O
/ O O
Tools O O
used O O
• O O
Event O O
hub O O
, O O
stream O O
analytics O O
and O O
Power O O
BI O O
"
" O O
Responsibilities O O
• O O
Created O O
stream O O
analytics O O
jobs O O
to O O
process O O
event O O
hub O O
data O O
https://www.indeed.com/r/Dushyant-Bhatt/140749dace5dc26f?isid=rex-download&ikw=download-top&co=IN O O
https://www.indeed.com/r/Dushyant-Bhatt/140749dace5dc26f?isid=rex-download&ikw=download-top&co=IN O O
• O O
Created O O
Power O O
BI O O
live O O
dashboard O O
to O O
show O O
live O O
usage O O
traffic O O
, O O
weekly O O
trends O O
, O O
cards O O
, O O
charts O O
to O O
show O O
top O O
/ O O
bottom O O
10 O O
offers O O
and O O
usage O O
metrics O O
"
" O O
2 O O
"
" O O
Microsoft O O
Rewards O O
Data O O
Insights O O
: O O
Description O O
: O O
- O O
Microsoft O O
rewards O O
is O O
loyalty O O
program O O
that O O
rewards O O
Users O O
for O O
browsing O O
and O O
shopping O O
online O O
"
" O O
Microsoft O O
Rewards O O
members O O
can O O
earn O O
points O O
when O O
searching O O
with O O
Bing O O
, O O
browsing O O
with O O
Microsoft O O
Edge O O
and O O
making O O
purchases O O
at O O
the O O
Xbox O O
Store O O
, O O
the O O
Windows O O
Store O O
and O O
the O O
Microsoft O O
Store O O
"
" O O
Plus O O
, O O
user O O
can O O
pick O O
up O O
bonus O O
points O O
for O O
taking O O
daily O O
quizzes O O
and O O
tours O O
on O O
the O O
Microsoft O O
rewards O O
website O O
"
" O O
Rewards O O
data O O
insights O O
is O O
data O O
analytics O O
and O O
reporting O O
platform O O
, O O
processes O O
20 O O
million O O
users O O
daily O O
activities O O
and O O
redemption O O
across O O
different O O
markets O O
like O O
US O O
, O O
Canada O O
, O O
Australia O O
"
" O O
Technology O O
/ O O
Tools O O
used O O
• O O
Cosmos O O
( O O
Microsoft O O
big O O
- O O
data O O
platform O O
) O O
, O O
c O O
# O O
, O O
X O O
- O O
flow O O
job O O
monitoring O O
, O O
Power O O
BI O O
"
" O O
Responsibilities O O
• O O
Created O O
big O O
data O O
scripts O O
in O O
cosmos O O
• O O
C O O
# O O
data O O
extractors O O
, O O
processors O O
and O O
reducers O O
for O O
data O O
transformation O O
• O O
Power O O
BI O O
dashboards O O
3 O O
"
" O O
End O O
to O O
end O O
tracking O O
Tool O O
: O O
Description O O
: O O
- O O
This O O
is O O
real O O
- O O
time O O
Tracking O O
tool O O
to O O
track O O
different O O
business O O
transactions O O
like O O
order O O
, O O
order O O
response O O
, O O
functional O O
acknowledgement O O
, O O
invoice O O
flowing O O
inside O O
ICOE O O
"
" O O
It O O
gives O O
flexibility O O
to O O
customers O O
to O O
track O O
their O O
transactions O O
and O O
appropriate O O
error O O
information O O
in O O
- O O
case O O
of O O
any O O
failure O O
"
" O O
Based O O
on O O
resource O O
based O O
access O O
control O O
the O O
tool O O
gives O O
flexibility O O
to O O
end O O
user O O
to O O
perform O O
different O O
actions O O
like O O
view O O
transactions O O
, O O
search O O
based O O
on O O
different O O
filter O O
criteria O O
and O O
view O O
and O O
download O O
actual O O
message O O
payload O O
"
" O O
End O O
to O O
end O O
tracking O O
tool O O
stitches O O
all O O
the O O
business O O
transaction O O
like O O
order O O
to O O
cash O O
flow O O
and O O
connects O O
different O O
hops O O
inside O O
ICOE O O
like O O
gateway O O
, O O
routing O O
server O O
, O O
Processing O O
server O O
"
" O O
It O O
also O O
connects O O
different O O
systems O O
like O O
ICOE O O
, O O
partner O O
end O O
point O O
and O O
SAP O O
"
" O O
Technology O O
/ O O
Tools O O
used O O
• O O
Azure O O
Document O O
db O O
, O O
Azure O O
web O O
job O O
and O O
Web O O
APP O O
, O O
RBAC O O
, O O
Angular O O
JS O O
"
" O O
Responsibilities O O
• O O
Document O O
dB O O
stored O O
procedures O O
"
" O O
• O O
Web O O
job O O
to O O
process O O
event O O
hub O O
data O O
and O O
populate O O
Document O O
db O O
• O O
Web O O
App O O
API O O
"
" O O
• O O
Stream O O
analytics O O
job O O
to O O
transform O O
data O O
• O O
Power O O
BI O O
reports O O
4 O O
"
" O O
Biztrack O O
Tracking O O
Tool O O
: O O
Description O O
: O O
- O O
This O O
is O O
real O O
- O O
time O O
Tracking O O
tool O O
to O O
track O O
different O O
business O O
transactions O O
like O O
order O O
, O O
order O O
response O O
, O O
functional O O
acknowledgement O O
, O O
invoice O O
flowing O O
inside O O
ICOE O O
"
" O O
It O O
gives O O
flexibility O O
to O O
customers O O
to O O
track O O
their O O
transactions O O
and O O
appropriate O O
error O O
information O O
in O O
- O O
case O O
of O O
any O O
failure O O
"
" O O
Based O O
on O O
resource O O
based O O
access O O
control O O
the O O
tool O O
gives O O
flexibility O O
to O O
end O O
user O O
to O O
perform O O
different O O
actions O O
like O O
view O O
transactions O O
, O O
search O O
based O O
on O O
different O O
filter O O
criteria O O
and O O
view O O
and O O
download O O
actual O O
message O O
payload O O
"
" O O
Technology O O
/ O O
Tools O O
used O O
• O O
SQL O O
server O O
2014 O O
, O O
SSIS O O
, O O
.net O O
API O O
, O O
Angular O O
JS O O
"
" O O
Responsibilities O O
• O O
ETL O O
solution O O
to O O
transform O O
business O O
transactions O O
data O O
stored O O
in O O
Biztalk O O
tables O O
"
" O O
• O O
SQL O O
azure O O
tables O O
, O O
stored O O
procedures O O
, O O
User O O
defined O O
functions O O
"
" O O
• O O
Performance O O
tuning O O
"
" O O
• O O
Web O O
API O O
enhancements O O
"
" O O
EDUCATION O O
Saurashtra O O
University O O
- O O
Morbi O O
, O O
Gujarat O O
2007 O O
SKILLS O O
problem B-Skills B-Skills
solving L-Skills I-Skills
( O I-Skills
Less O I-Skills
than O I-Skills
1 O I-Skills
year O I-Skills
) O I-Skills
, O I-Skills
project O I-Skills
lifecycle O I-Skills
( O I-Skills
Less O I-Skills
than O I-Skills
1 O I-Skills
year O I-Skills
) O I-Skills
, O I-Skills
project O I-Skills
manager O I-Skills
( O I-Skills
Less O I-Skills
than O I-Skills
1 O I-Skills
year O I-Skills
) O I-Skills
, O I-Skills
technical O I-Skills
assistance O I-Skills
"
" O I-Skills
( O I-Skills
Less O I-Skills
than O I-Skills
1 O I-Skills
year O I-Skills
) O L-Skills
ADDITIONAL O O
INFORMATION O O
Professional O O
Skills O O
• O O
Excellent O O
analytical O O
, O O
problem O O
solving O O
, O O
communication O O
, O O
knowledge O O
transfer O O
and O O
interpersonal O O
skills O O
with O O
ability O O
to O O
interact O O
with O O
individuals O O
at O O
all O O
the O O
levels O O
• O O
Quick O O
learner O O
and O O
maintains O O
cordial O O
relationship O O
with O O
project O O
manager O O
and O O
team O O
members O O
and O O
good O O
performer O O
both O O
in O O
team O O
and O O
independent O O
job O O
environments O O
• O O
Positive O O
attitude O O
towards O O
superiors O O
& O O
peers O O
• O O
Supervised O O
junior O O
developers O O
throughout O O
project O O
lifecycle O O
and O O
provided O O
technical O O
assistance O O
"
" O O

Ramesh O O
chokkala O O
Telangana U-Location U-Location
- O O
Email O O
me O O
on O O
Indeed O O
: O O
indeed.com/r/Ramesh-chokkala/16d5fa56f8c19eb6 O O
WORK O O
EXPERIENCE O O
software O O
Microsoft O O
, O O
Infosis O O
, O O
Google O O
- O O
May O O
2018 O O
to O O
Present O O
software O O
Microsoft O O
, O O
Infosis O O
, O O
Google O O
- O O
May O O
2018 O O
to O O
Present O O
EDUCATION O O
btech U-Degree U-Degree
Trinity O O
engineering O O
college O O
https://www.indeed.com/r/Ramesh-chokkala/16d5fa56f8c19eb6?isid=rex-download&ikw=download-top&co=IN O O

Syed O O
Sadath O O
ali O O
Coimbatore U-Location U-Location
- O O
Email O O
me O O
on O O
Indeed O O
: O O
indeed.com/r/Syed-Sadath-ali/cf3a21da22da956d O O
WORK O O
EXPERIENCE O O
Searching O O
for O O
good O O
salary O O
Apple O O
, O O
Google O O
, O O
Microsoft O O
- O O
2017 O O
to O O
Present O O
EDUCATION O O
BCA B-Degree B-Degree
, I-Degree I-Degree
MBA L-Degree L-Degree
KGISL O O
SKILLS O O
C++ B-Skills B-Skills
, I-Skills I-Skills
Hacking I-Skills I-Skills
, I-Skills I-Skills
Programming L-Skills L-Skills
https://www.indeed.com/r/Syed-Sadath-ali/cf3a21da22da956d?isid=rex-download&ikw=download-top&co=IN O O

Avani O O
Priya O O
- O O
Email O O
me O O
on O O
Indeed O O
: O O
indeed.com/r/Avani-Priya/fe6b4c5516207abe O O
WORK O O
EXPERIENCE O O
JavaTally O O
Microsoft O O
- O O
2013 O O
to O O
2015 O O
office O O
ADDITIONAL O O
INFORMATION O O
I O O
am O O
a O O
girl O O
with O O
simple O O
living O O
and O O
high O O
thinking O O
.I O O
need O O
to O O
work O O
to O O
prove O O
myself O O
"
" O O
I O O
am O O
to O O
be O O
independent O O
I O O
do O O
n't O O
want O O
to O O
depend O O
on O O
someone O O
"
" O O
EDUCATION O O
br O O
day O O
public O O
school O O
- O O
Begusarai O O
, O O
Bihar O O
https://www.indeed.com/r/Avani-Priya/fe6b4c5516207abe?isid=rex-download&ikw=download-top&co=IN O O

Harini O O
Komaravelli O O
Test O O
Analyst O O
at O O
Oracle O O
, O O
Hyderabad U-Location U-Location
Hyderabad U-Location U-Location
, O O
Telangana O O
- O O
Email O O
me O O
on O O
Indeed O O
: O O
indeed.com O O
/ O O
r O O
/ O O
Harini- O O
Komaravelli/2659eee82e435d1b O O
➢ O O
6 O O
Yrs O O
"
" O O
of O O
IT O O
Experience O O
in O O
Manual O O
and O O
Automation O O
testing O O
"
" O O
WORK O O
EXPERIENCE O O
QA O O
Analyst O O
Oracle O O
Test O O
Analyst O O
at O O
Oracle O O
, O O
Hyderabad O U-Location
Infosys O O
Ltd O O
- O O
Hyderabad U-Location U-Location
, O O
Telangana O O
- O O
November O O
2011 O O
to O O
February O O
2016 O O
Hyderabad B-Degree U-Location
from I-Degree O
Nov I-Degree O
2011 I-Degree O
to I-Degree O
Feb17 L-Degree O
2016 O O
➢ O O
Worked O O
in O O
Tata O O
Consultancy O O
Services O O
, O O
Hyderabad U-Location U-Location
from O O
Feb O O
24 O O
to O O
Apr O O
11 O O
2017 O O
➢ O O
Currently O O
working O O
as O O
a O O
Test O O
Analyst O O
at O O
Oracle O O
, O O
Hyderabad U-Location U-Location
QA O O
Analyst O O
with O O
6 O O
years O O
of O O
IT O O
experience O O
Oracle O O
EDUCATION O O
MCA U-Degree U-Degree
Osmania O O
University O O
B.Sc B-Degree B-Degree
"
" I-Degree I-Degree
in I-Degree I-Degree
Computer I-Degree I-Degree
Science L-Degree L-Degree
Osmania O O
University O O
SKILLS O O
Functional B-Skills -
Testing I-Skills -
, I-Skills -
Blue I-Skills -
Prism I-Skills -
, I-Skills -
Qtp I-Skills -
ADDITIONAL I-Skills O
INFORMATION I-Skills O
Area I-Skills O
of I-Skills O
Expertise I-Skills O
: I-Skills O
➢ I-Skills O
Familiar I-Skills O
with I-Skills O
Agile I-Skills O
Methodologies I-Skills O
"
" I-Skills O
➢ I-Skills O
Having I-Skills O
knowledge I-Skills O
in I-Skills O
Energy I-Skills O
( I-Skills O
Petroleum I-Skills O
) I-Skills O
& I-Skills O
Health I-Skills O
Care I-Skills O
domains I-Skills O
"
" I-Skills O
➢ I-Skills O
Involved I-Skills O
in I-Skills O
preparation I-Skills O
of I-Skills O
Test I-Skills O
Scenarios I-Skills O
"
" I-Skills O
➢ I-Skills O
Preparing I-Skills O
Test I-Skills O
Data I-Skills O
for I-Skills O
the I-Skills O
test I-Skills O
cases I-Skills O
"
" I-Skills O
https://www.indeed.com/r/Harini-Komaravelli/2659eee82e435d1b?isid=rex-download&ikw=download-top&co=IN I-Skills O
https://www.indeed.com/r/Harini-Komaravelli/2659eee82e435d1b?isid=rex-download&ikw=download-top&co=IN I-Skills O
➢ I-Skills O
Experienced I-Skills O
in I-Skills O
development I-Skills O
and I-Skills O
execution I-Skills O
of I-Skills O
Test I-Skills O
cases I-Skills O
effectively I-Skills O
"
" I-Skills O
➢ I-Skills O
Experienced I-Skills O
in I-Skills O
Functional I-Skills O
testing I-Skills O
, I-Skills O
GUI I-Skills O
testing I-Skills O
, I-Skills O
Smoke I-Skills O
testing I-Skills O
, I-Skills O
Regression I-Skills O
testing I-Skills O
and I-Skills O
Integration I-Skills O
Testing I-Skills O
➢ I-Skills O
Experienced I-Skills O
in I-Skills O
doing I-Skills O
Accessibility I-Skills O
testing I-Skills O
of I-Skills O
an I-Skills O
application I-Skills O
➢ I-Skills O
Ability I-Skills O
to I-Skills O
understand I-Skills O
user I-Skills O
Requirements I-Skills O
, I-Skills O
Functional I-Skills O
and I-Skills O
Design I-Skills O
specifications I-Skills O
"
" I-Skills O
➢ I-Skills O
Good I-Skills O
knowledge I-Skills O
of I-Skills O
SDLC I-Skills O
and I-Skills O
STLC I-Skills O
processes I-Skills O
"
" I-Skills O
➢ I-Skills O
Deciding I-Skills O
the I-Skills O
Severity I-Skills O
and I-Skills O
Priority I-Skills O
of I-Skills O
bugs I-Skills O
"
" I-Skills O
➢ I-Skills O
Experience I-Skills O
in I-Skills O
using I-Skills O
Microsoft I-Skills O
Test I-Skills O
Manager I-Skills O
& I-Skills O
Oracle I-Skills O
Test I-Skills O
Manager I-Skills O
as I-Skills O
Test I-Skills O
Management I-Skills O
Tools I-Skills O
"
" I-Skills O
➢ I-Skills O
Having I-Skills O
good I-Skills O
experience I-Skills O
in I-Skills O
testing I-Skills O
windows I-Skills O
based I-Skills O
& I-Skills O
web I-Skills O
based I-Skills O
applications I-Skills O
"
" I-Skills O
➢ I-Skills O
Involved I-Skills O
in I-Skills O
Client I-Skills O
Interactions I-Skills O
for I-Skills O
reviews I-Skills O
, I-Skills O
issues I-Skills O
and I-Skills O
for I-Skills O
any I-Skills O
clarifications I-Skills O
"
" I-Skills O
➢ I-Skills O
Web I-Skills O
Services I-Skills O
Testing I-Skills O
➢ I-Skills O
Writing I-Skills O
Test I-Skills O
Scripts I-Skills O
in I-Skills O
QTP I-Skills O
, I-Skills O
Testcomplete I-Skills O
"
" I-Skills O
➢ I-Skills O
Creating I-Skills O
Object I-Skills O
Repositories I-Skills O
and I-Skills O
Function I-Skills O
Libraries I-Skills O
in I-Skills O
QTP I-Skills O
"
" I-Skills O
➢ I-Skills O
Enhanced I-Skills O
QTP I-Skills O
scripts I-Skills O
using I-Skills O
VB I-Skills O
Script I-Skills O
"
" I-Skills O
➢ I-Skills O
Strong I-Skills O
experience I-Skills O
in I-Skills O
working I-Skills O
with I-Skills O
Blue I-Skills O
Prism I-Skills O
tool I-Skills O
➢ I-Skills O
Worked I-Skills O
on I-Skills O
different I-Skills O
Environments I-Skills O
like I-Skills O
Windows I-Skills O
Application I-Skills O
& I-Skills O
Web I-Skills O
Application I-Skills O
Technical I-Skills O
Skills I-Skills O
: I-Skills O
❑ I-Skills O
Test I-Skills O
Automation I-Skills O
Tools I-Skills O
: I-Skills O
Blue I-Skills O
Prism I-Skills O
, I-Skills O
QTP I-Skills O
10.0 I-Skills O
, I-Skills O
Testcomplete I-Skills O
❑ I-Skills O
Test I-Skills O
Management I-Skills O
Tool I-Skills O
: I-Skills O
Microsoft I-Skills O
Test I-Skills O
Manager I-Skills O
, I-Skills O
Oracle I-Skills O
Test I-Skills O
Manager I-Skills O
& I-Skills O
JIRA I-Skills O
❑ I-Skills O
Databases I-Skills O
: I-Skills O
Oracle I-Skills O
10 I-Skills O
g I-Skills O
, I-Skills O
SQL I-Skills O
Server I-Skills O
"
" I-Skills O
❑ I-Skills O
Operating I-Skills O
Systems I-Skills O
: I-Skills O
Windows I-Skills O
7 L-Skills O
Project O O
1 O O
: O O
Title O O
: O O
Cadence O O
Client O O
: O O
Baker O O
Hughes O O
Technologies O O
: O O
Microsoft O O
Visual O O
Studio O O
and O O
Microsoft O O
Team O O
Foundation O O
Server O O
Client O O
Background O O
: O O
An O O
oilfield O O
services O O
company O O
delivering O O
focused O O
efforts O O
on O O
shale O O
gas O O
and O O
other O O
oilfield O O
services O O
"
" O O
It O O
provides O O
services O O
, O O
tools O O
and O O
software O O
for O O
drilling O O
and O O
formation O O
evaluation O O
, O O
well O O
completion O O
, O O
production O O
management O O
, O O
seismic O O
data O O
collection O O
and O O
interpretation O O
"
" O O
Project O O
Description O O
: O O
AUT O O
( O O
Application O O
under O O
test O O
) O O
is O O
the O O
next O O
generation O O
revolutionary O O
, O O
robust O O
, O O
easy O O
to O O
use O O
scalable O O
well O O
site O O
data O O
acquisition O O
processing O O
and O O
interpretation O O
system O O
for O O
Client O O
's O O
Drilling O O
Services O O
to O O
deliver O O
services O O
that O O
meets O O
cross O O
divisional O O
business O O
requirements O O
consistently O O
"
" O O
Project O O
2 O O
: O O
Description O O
: O O
Paragon O O
supports O O
your O O
entire O O
care O O
team O O
with O O
one O O
tool O O
that O O
your O O
clinicians O O
need O O
to O O
help O O
deliver O O
the O O
best O O
patient O O
care O O
"
" O O
Designed O O
by O O
physicians O O
, O O
nurses O O
, O O
pharmacists O O
and O O
mid O O
level O O
providers O O
that O O
have O O
a O O
first O O
- O O
hand O O
understanding O O
of O O
clinical O O
workflow O O
needs O O
, O O
Paragon O O
clinical O O
applications O O
allow O O
your O O
caregivers O O
to O O
focus O O
on O O
what O O
matters O O
most O O
; O O
spending O O
time O O
caring O O
for O O
patients O O
"
" O O
Since O O
Paragon O O
is O O
fully O O
- O O
integrated O O
across O O
all O O
applications O O
and O O
built O O
around O O
a O O
single O O
patient O O
database O O
, O O
information O O
entered O O
anywhere O O
in O O
the O O
system O O
is O O
immediately O O
available O O
to O O
the O O
entire O O
care O O
team O O
"
" O O
Immediate O O
access O O
not O O
only O O
helps O O
clinicians O O
make O O
better O O
treatment O O
decisions O O
- O O
it O O
also O O
helps O O
promote O O
patient O O
safety O O
"
" O O
Paragon O O
offers O O
a O O
broad O O
suite O O
of O O
multidisciplinary O O
clinical O O
software O O
solutions O O
together O O
with O O
anytime O O
, O O
anywhere O O
access O O
to O O
the O O
complete O O
patient O O
record O O
"
" O O
Responsibilities O O
: O O
• O O
Performed O O
Smoke O O
testing O O
and O O
Regression O O
testing O O
"
" O O
• O O
Involved O O
in O O
Generating O O
and O O
Executing O O
Test O O
Script O O
using O O
Quick O O
Test O O
Pro O O
& O O
Blue O O
Prism O O
• O O
Usability O O
and O O
User O O
Interface O O
Testing O O
"
" O O
• O O
Involved O O
in O O
Defect O O
tracking O O
and O O
reporting O O
the O O
bugs O O
using O O
TFS O O
• O O
Participated O O
in O O
frequent O O
walk O O
- O O
through O O
meetings O O
with O O
Internal O O
Quality O O
Assurance O O
groups O O
and O O
with O O
development O O
groups O O
"
" O O
• O O
Participated O O
in O O
client O O
calls O O
and O O
clarifying O O
the O O
doubts O O
by O O
having O O
AT&T O O
sessions O O
• O O
Involved O O
in O O
functional O O
, O O
regression O O
and O O
smoke O O
testing O O
to O O
validate O O
the O O
application O O
data O O
changes O O
done O O
in O O
windows O O
application O O
• O O
Certifying O O
the O O
build O O
status O O
by O O
running O O
the O O
scripts O O
as O O
part O O
of O O
smoke O O
testing O O
Project O O
3 O O
: O O
Description O O
: O O
Food O O
& O O
Beverages O O
R&A O O
: O O
Easily O O
manage O O
business O O
across O O
multiple O O
locations O O
while O O
reducing O O
IT O O
cost O O
and O O
complexity O O
"
" O O
Cloud O O
- O O
based O O
point O O
- O O
of O O
- O O
sale O O
( O O
POS O O
) O O
solutions O O
enable O O
centralized O O
enterprise O O
management O O
with O O
lower O O
upfront O O
costs O O
and O O
a O O
smaller O O
footprint O O
"
" O O
Responsibilities O O
: O O
• O O
Performed O O
Functional O O
testing O O
and O O
Regression O O
testing O O
"
" O O
• O O
Involved O O
in O O
Generating O O
and O O
Executing O O
Test O O
Scripts O O
using O O
Blue O O
Prism O O
tool O O
and O O
Open O O
script O O
• O O
Involved O O
in O O
preparing O O
bots O O
using O O
Blue O O
Prism O O
tool O O
"
" O O
• O O
Accessibility O O
testing O O
of O O
the O O
web O O
application O O
• O O
Involved O O
in O O
Defect O O
tracking O O
and O O
reporting O O
the O O
bugs O O
using O O
JIRA O O
• O O
WebServices O O
testing O O
by O O
calling O O
API O O
's O O
to O O
export O O
the O O
data O O

Siddhanth O O
Jaisinghani O O
Associate O O
Consultant O O
- O O
SAP O O
SD O O
- O O
Capgemini O O
